Time,Solar altitude,Solar azimute,Between angle,Temperature,Ground temperature,Insolation,Insolation to wall(W/m2),Wind velocity(m/s),h_c
2023-4-3 19:57:10,-13.02736397254382,106.6092221493587,106.6092221493587,19.0,15.59,,0.0,2.7,22.1084
2023-4-3 19:57:20,-13.02736397254382,106.6092221493587,106.6092221493587,18.99,15.58,,0.0,2.7,22.1084
2023-4-3 19:57:30,-13.02736397254382,106.6092221493587,106.6092221493587,18.99,15.58,,0.0,2.7,22.1084
2023-4-3 19:57:40,-13.02736397254382,106.6092221493587,106.6092221493587,18.98,15.57,,0.0,2.7,22.1084
2023-4-3 19:57:50,-13.02736397254382,106.6092221493587,106.6092221493587,18.98,15.57,,0.0,2.7,22.1084
2023-4-3 19:58:0,-13.217400847359409,106.77462070087293,106.77462070087293,18.97,15.56,,0.0,2.7,22.1084
2023-4-3 19:58:10,-13.217400847359409,106.77462070087293,106.77462070087293,18.96,15.56,,0.0,2.7,22.1084
2023-4-3 19:58:20,-13.217400847359409,106.77462070087293,106.77462070087293,18.96,15.55,,0.0,2.7,22.1084
2023-4-3 19:58:30,-13.217400847359409,106.77462070087293,106.77462070087293,18.95,15.55,,0.0,2.7,22.1084
2023-4-3 19:58:40,-13.217400847359409,106.77462070087293,106.77462070087293,18.95,15.54,,0.0,2.7,22.1084
2023-4-3 19:58:50,-13.217400847359409,106.77462070087293,106.77462070087293,18.94,15.54,,0.0,2.7,22.1084
2023-4-3 19:59:0,-13.407272265434425,106.94034847517736,106.94034847517736,18.93,15.53,,0.0,2.7,22.1084
2023-4-3 19:59:10,-13.407272265434425,106.94034847517736,106.94034847517736,18.93,15.53,,0.0,2.7,22.1084
2023-4-3 19:59:20,-13.407272265434425,106.94034847517736,106.94034847517736,18.92,15.52,,0.0,2.7,22.1084
2023-4-3 19:59:30,-13.407272265434425,106.94034847517736,106.94034847517736,18.92,15.52,,0.0,2.7,22.1084
2023-4-3 19:59:40,-13.407272265434425,106.94034847517736,106.94034847517736,18.91,15.51,,0.0,2.7,22.1084
2023-4-3 19:59:50,-13.407272265434425,106.94034847517736,106.94034847517736,18.91,15.51,,0.0,2.7,22.1084
2023-4-3 20:0:0,-13.596976305528509,107.10640960121738,107.10640960121738,18.9,15.5,,0.0,2.7,22.1084
2023-4-3 20:0:10,-13.596976305528509,107.10640960121738,107.10640960121738,18.9,15.5,,0.0,2.7,22.1084
2023-4-3 20:0:20,-13.596976305528509,107.10640960121738,107.10640960121738,18.89,15.5,,0.0,2.7,22.1084
2023-4-3 20:0:30,-13.596976305528509,107.10640960121738,107.10640960121738,18.89,15.49,,0.0,2.7,22.1084
2023-4-3 20:0:40,-13.596976305528509,107.10640960121738,107.10640960121738,18.88,15.49,,0.0,2.69,22.06648
2023-4-3 20:0:50,-13.596976305528509,107.10640960121738,107.10640960121738,18.88,15.49,,0.0,2.69,22.06648
2023-4-3 20:1:0,-13.786511034040052,107.27280822223686,107.27280822223686,18.88,15.49,,0.0,2.69,22.06648
2023-4-3 20:1:10,-13.786511034040052,107.27280822223686,107.27280822223686,18.87,15.48,,0.0,2.69,22.06648
2023-4-3 20:1:20,-13.786511034040052,107.27280822223686,107.27280822223686,18.87,15.48,,0.0,2.69,22.06648
2023-4-3 20:1:30,-13.786511034040052,107.27280822223686,107.27280822223686,18.86,15.48,,0.0,2.69,22.06648
2023-4-3 20:1:40,-13.786511034040052,107.27280822223686,107.27280822223686,18.86,15.48,,0.0,2.69,22.06648
2023-4-3 20:1:50,-13.786511034040052,107.27280822223686,107.27280822223686,18.86,15.48,,0.0,2.68,22.02456
2023-4-3 20:2:0,-13.975874504843546,107.43954849592329,107.43954849592329,18.85,15.47,,0.0,2.68,22.02456
2023-4-3 20:2:10,-13.975874504843546,107.43954849592329,107.43954849592329,18.85,15.47,,0.0,2.68,22.02456
2023-4-3 20:2:20,-13.975874504843546,107.43954849592329,107.43954849592329,18.85,15.47,,0.0,2.68,22.02456
2023-4-3 20:2:30,-13.975874504843546,107.43954849592329,107.43954849592329,18.84,15.47,,0.0,2.68,22.02456
2023-4-3 20:2:40,-13.975874504843546,107.43954849592329,107.43954849592329,18.84,15.46,,0.0,2.68,22.02456
2023-4-3 20:2:50,-13.975874504843546,107.43954849592329,107.43954849592329,18.83,15.46,,0.0,2.68,22.02456
2023-4-3 20:3:0,-14.165064759126084,107.60663459455057,107.60663459455057,18.83,15.46,,0.0,2.68,22.02456
2023-4-3 20:3:10,-14.165064759126084,107.60663459455057,107.60663459455057,18.83,15.46,,0.0,2.67,21.98264
2023-4-3 20:3:20,-14.165064759126084,107.60663459455057,107.60663459455057,18.82,15.46,,0.0,2.67,21.98264
2023-4-3 20:3:30,-14.165064759126084,107.60663459455057,107.60663459455057,18.82,15.45,,0.0,2.67,21.98264
2023-4-3 20:3:40,-14.165064759126084,107.60663459455057,107.60663459455057,18.81,15.45,,0.0,2.67,21.98264
2023-4-3 20:3:50,-14.165064759126084,107.60663459455057,107.60663459455057,18.81,15.45,,0.0,2.67,21.98264
2023-4-3 20:4:0,-14.35407982522287,107.77407070511926,107.77407070511926,18.81,15.45,,0.0,2.67,21.98264
2023-4-3 20:4:10,-14.35407982522287,107.77407070511926,107.77407070511926,18.8,15.44,,0.0,2.67,21.98264
2023-4-3 20:4:20,-14.35407982522287,107.77407070511926,107.77407070511926,18.8,15.44,,0.0,2.66,21.94072
2023-4-3 20:4:30,-14.35407982522287,107.77407070511926,107.77407070511926,18.79,15.44,,0.0,2.66,21.94072
2023-4-3 20:4:40,-14.35407982522287,107.77407070511926,107.77407070511926,18.79,15.44,,0.0,2.66,21.94072
2023-4-3 20:4:50,-14.35407982522287,107.77407070511926,107.77407070511926,18.79,15.44,,0.0,2.66,21.94072
2023-4-3 20:5:0,-14.542917718451744,107.94186102949396,107.94186102949396,18.78,15.43,,0.0,2.66,21.94072
2023-4-3 20:5:10,-14.542917718451744,107.94186102949396,107.94186102949396,18.78,15.43,,0.0,2.66,21.94072
2023-4-3 20:5:20,-14.542917718451744,107.94186102949396,107.94186102949396,18.78,15.43,,0.0,2.66,21.94072
2023-4-3 20:5:30,-14.542917718451744,107.94186102949396,107.94186102949396,18.77,15.43,,0.0,2.65,21.8988
2023-4-3 20:5:40,-14.542917718451744,107.94186102949396,107.94186102949396,18.77,15.42,,0.0,2.65,21.8988
2023-4-3 20:5:50,-14.542917718451744,107.94186102949396,107.94186102949396,18.76,15.42,,0.0,2.65,21.8988
2023-4-3 20:6:0,-14.731576440946883,108.11000978453842,108.11000978453842,18.76,15.42,,0.0,2.65,21.8988
2023-4-3 20:6:10,-14.731576440946883,108.11000978453842,108.11000978453842,18.76,15.42,,0.0,2.65,21.8988
2023-4-3 20:6:20,-14.731576440946883,108.11000978453842,108.11000978453842,18.75,15.42,,0.0,2.65,21.8988
2023-4-3 20:6:30,-14.731576440946883,108.11000978453842,108.11000978453842,18.75,15.41,,0.0,2.65,21.8988
2023-4-3 20:6:40,-14.731576440946883,108.11000978453842,108.11000978453842,18.74,15.41,,0.0,2.64,21.85688
2023-4-3 20:6:50,-14.731576440946883,108.11000978453842,108.11000978453842,18.74,15.41,,0.0,2.64,21.85688
2023-4-3 20:7:0,-14.920053981491355,108.27852120224735,108.27852120224735,18.74,15.41,,0.0,2.64,21.85688
2023-4-3 20:7:10,-14.920053981491355,108.27852120224735,108.27852120224735,18.73,15.4,,0.0,2.64,21.85688
2023-4-3 20:7:20,-14.920053981491355,108.27852120224735,108.27852120224735,18.73,15.4,,0.0,2.64,21.85688
2023-4-3 20:7:30,-14.920053981491355,108.27852120224735,108.27852120224735,18.72,15.4,,0.0,2.64,21.85688
2023-4-3 20:7:40,-14.920053981491355,108.27852120224735,108.27852120224735,18.72,15.4,,0.0,2.64,21.85688
2023-4-3 20:7:50,-14.920053981491355,108.27852120224735,108.27852120224735,18.72,15.4,,0.0,2.63,21.81496
2023-4-3 20:8:0,-15.108348315348863,108.44739952987574,108.44739952987574,18.71,15.39,,0.0,2.63,21.81496
2023-4-3 20:8:10,-15.108348315348863,108.44739952987574,108.44739952987574,18.71,15.39,,0.0,2.63,21.81496
2023-4-3 20:8:20,-15.108348315348863,108.44739952987574,108.44739952987574,18.71,15.39,,0.0,2.63,21.81496
2023-4-3 20:8:30,-15.108348315348863,108.44739952987574,108.44739952987574,18.7,15.39,,0.0,2.63,21.81496
2023-4-3 20:8:40,-15.108348315348863,108.44739952987574,108.44739952987574,18.7,15.38,,0.0,2.63,21.81496
2023-4-3 20:8:50,-15.108348315348863,108.44739952987574,108.44739952987574,18.69,15.38,,0.0,2.63,21.81496
2023-4-3 20:9:0,-15.296457404094427,108.61664903006508,108.61664903006508,18.69,15.38,,0.0,2.62,21.77304
2023-4-3 20:9:10,-15.296457404094427,108.61664903006508,108.61664903006508,18.69,15.38,,0.0,2.62,21.77304
2023-4-3 20:9:20,-15.296457404094427,108.61664903006508,108.61664903006508,18.68,15.38,,0.0,2.62,21.77304
2023-4-3 20:9:30,-15.296457404094427,108.61664903006508,108.61664903006508,18.68,15.37,,0.0,2.62,21.77304
2023-4-3 20:9:40,-15.296457404094427,108.61664903006508,108.61664903006508,18.67,15.37,,0.0,2.62,21.77304
2023-4-3 20:9:50,-15.296457404094427,108.61664903006508,108.61664903006508,18.67,15.37,,0.0,2.62,21.77304
2023-4-3 20:10:0,-15.484379195444161,108.78627398096646,108.78627398096646,18.67,15.37,,0.0,2.62,21.77304
2023-4-3 20:10:10,-15.484379195444161,108.78627398096646,108.78627398096646,18.66,15.36,,0.0,2.62,21.77304
2023-4-3 20:10:20,-15.484379195444161,108.78627398096646,108.78627398096646,18.66,15.36,,0.0,2.61,21.731119999999997
2023-4-3 20:10:30,-15.484379195444161,108.78627398096646,108.78627398096646,18.65,15.36,,0.0,2.61,21.731119999999997
2023-4-3 20:10:40,-15.484379195444161,108.78627398096646,108.78627398096646,18.65,15.36,,0.0,2.61,21.731119999999997
2023-4-3 20:10:50,-15.484379195444161,108.78627398096646,108.78627398096646,18.65,15.36,,0.0,2.61,21.731119999999997
2023-4-3 20:11:0,-15.672111623084026,108.95627867636074,108.95627867636074,18.64,15.35,,0.0,2.61,21.731119999999997
2023-4-3 20:11:10,-15.672111623084026,108.95627867636074,108.95627867636074,18.64,15.35,,0.0,2.61,21.731119999999997
2023-4-3 20:11:20,-15.672111623084026,108.95627867636074,108.95627867636074,18.64,15.35,,0.0,2.61,21.731119999999997
2023-4-3 20:11:30,-15.672111623084026,108.95627867636074,108.95627867636074,18.63,15.35,,0.0,2.6,21.6892
2023-4-3 20:11:40,-15.672111623084026,108.95627867636074,108.95627867636074,18.63,15.34,,0.0,2.6,21.6892
2023-4-3 20:11:50,-15.672111623084026,108.95627867636074,108.95627867636074,18.62,15.34,,0.0,2.6,21.6892
2023-4-3 20:12:0,-15.859652606497663,109.12666742577531,109.12666742577531,18.62,15.34,,0.0,2.6,21.6892
2023-4-3 20:12:10,-15.859652606497663,109.12666742577531,109.12666742577531,18.62,15.34,,0.0,2.6,21.6892
2023-4-3 20:12:20,-15.859652606497663,109.12666742577531,109.12666742577531,18.61,15.34,,0.0,2.6,21.6892
2023-4-3 20:12:30,-15.859652606497663,109.12666742577531,109.12666742577531,18.61,15.33,,0.0,2.6,21.6892
2023-4-3 20:12:40,-15.859652606497663,109.12666742577531,109.12666742577531,18.6,15.33,,0.0,2.59,21.64728
2023-4-3 20:12:50,-15.859652606497663,109.12666742577531,109.12666742577531,18.6,15.33,,0.0,2.59,21.64728
2023-4-3 20:13:0,-16.04700005079322,109.29744455459762,109.29744455459762,18.6,15.33,,0.0,2.59,21.64728
2023-4-3 20:13:10,-16.04700005079322,109.29744455459762,109.29744455459762,18.59,15.32,,0.0,2.59,21.64728
2023-4-3 20:13:20,-16.04700005079322,109.29744455459762,109.29744455459762,18.59,15.32,,0.0,2.59,21.64728
2023-4-3 20:13:30,-16.04700005079322,109.29744455459762,109.29744455459762,18.58,15.32,,0.0,2.59,21.64728
2023-4-3 20:13:40,-16.04700005079322,109.29744455459762,109.29744455459762,18.58,15.32,,0.0,2.59,21.64728
2023-4-3 20:13:50,-16.04700005079322,109.29744455459762,109.29744455459762,18.58,15.32,,0.0,2.58,21.605359999999997
2023-4-3 20:14:0,-16.234151846529173,109.46861440418525,109.46861440418525,18.57,15.31,,0.0,2.58,21.605359999999997
2023-4-3 20:14:10,-16.234151846529173,109.46861440418525,109.46861440418525,18.57,15.31,,0.0,2.58,21.605359999999997
2023-4-3 20:14:20,-16.234151846529173,109.46861440418525,109.46861440418525,18.57,15.31,,0.0,2.58,21.605359999999997
2023-4-3 20:14:30,-16.234151846529173,109.46861440418525,109.46861440418525,18.56,15.31,,0.0,2.58,21.605359999999997
2023-4-3 20:14:40,-16.234151846529173,109.46861440418525,109.46861440418525,18.56,15.3,,0.0,2.58,21.605359999999997
2023-4-3 20:14:50,-16.234151846529173,109.46861440418525,109.46861440418525,18.55,15.3,,0.0,2.58,21.605359999999997
2023-4-3 20:15:0,-16.4211058695393,109.6401813319725,109.6401813319725,18.55,15.3,,0.0,2.58,21.605359999999997
2023-4-3 20:15:10,-16.4211058695393,109.6401813319725,109.6401813319725,18.55,15.3,,0.0,2.57,21.56344
2023-4-3 20:15:20,-16.4211058695393,109.6401813319725,109.6401813319725,18.54,15.3,,0.0,2.57,21.56344
2023-4-3 20:15:30,-16.4211058695393,109.6401813319725,109.6401813319725,18.54,15.29,,0.0,2.57,21.56344
2023-4-3 20:15:40,-16.4211058695393,109.6401813319725,109.6401813319725,18.53,15.29,,0.0,2.57,21.56344
2023-4-3 20:15:50,-16.4211058695393,109.6401813319725,109.6401813319725,18.53,15.29,,0.0,2.57,21.56344
2023-4-3 20:16:0,-16.60785998075649,109.81214971157338,109.81214971157338,18.53,15.29,,0.0,2.57,21.56344
2023-4-3 20:16:10,-16.60785998075649,109.81214971157338,109.81214971157338,18.52,15.28,,0.0,2.57,21.56344
2023-4-3 20:16:20,-16.60785998075649,109.81214971157338,109.81214971157338,18.52,15.28,,0.0,2.56,21.521520000000002
2023-4-3 20:16:30,-16.60785998075649,109.81214971157338,109.81214971157338,18.52,15.28,,0.0,2.56,21.521520000000002
2023-4-3 20:16:40,-16.60785998075649,109.81214971157338,109.81214971157338,18.51,15.28,,0.0,2.56,21.521520000000002
2023-4-3 20:16:50,-16.60785998075649,109.81214971157338,109.81214971157338,18.51,15.28,,0.0,2.56,21.521520000000002
2023-4-3 20:17:0,-16.794412026035832,109.98452393288088,109.98452393288088,18.5,15.27,,0.0,2.56,21.521520000000002
2023-4-3 20:17:10,-16.794412026035832,109.98452393288088,109.98452393288088,18.5,15.27,,0.0,2.56,21.521520000000002
2023-4-3 20:17:20,-16.794412026035832,109.98452393288088,109.98452393288088,18.5,15.27,,0.0,2.56,21.521520000000002
2023-4-3 20:17:30,-16.794412026035832,109.98452393288088,109.98452393288088,18.49,15.27,,0.0,2.55,21.479599999999998
2023-4-3 20:17:40,-16.794412026035832,109.98452393288088,109.98452393288088,18.49,15.26,,0.0,2.55,21.479599999999998
2023-4-3 20:17:50,-16.794412026035832,109.98452393288088,109.98452393288088,18.48,15.26,,0.0,2.55,21.479599999999998
2023-4-3 20:18:0,-16.98075983597644,110.15730840216227,110.15730840216227,18.48,15.26,,0.0,2.55,21.479599999999998
2023-4-3 20:18:10,-16.98075983597644,110.15730840216227,110.15730840216227,18.48,15.26,,0.0,2.55,21.479599999999998
2023-4-3 20:18:20,-16.98075983597644,110.15730840216227,110.15730840216227,18.47,15.26,,0.0,2.55,21.479599999999998
2023-4-3 20:18:30,-16.98075983597644,110.15730840216227,110.15730840216227,18.47,15.25,,0.0,2.55,21.479599999999998
2023-4-3 20:18:40,-16.98075983597644,110.15730840216227,110.15730840216227,18.46,15.25,,0.0,2.54,21.43768
2023-4-3 20:18:50,-16.98075983597644,110.15730840216227,110.15730840216227,18.46,15.25,,0.0,2.54,21.43768
2023-4-3 20:19:0,-17.16690122574261,110.33050754215068,110.33050754215068,18.46,15.25,,0.0,2.54,21.43768
2023-4-3 20:19:10,-17.16690122574261,110.33050754215068,110.33050754215068,18.45,15.24,,0.0,2.54,21.43768
2023-4-3 20:19:20,-17.16690122574261,110.33050754215068,110.33050754215068,18.45,15.24,,0.0,2.54,21.43768
2023-4-3 20:19:30,-17.16690122574261,110.33050754215068,110.33050754215068,18.45,15.24,,0.0,2.54,21.43768
2023-4-3 20:19:40,-17.16690122574261,110.33050754215068,110.33050754215068,18.44,15.24,,0.0,2.54,21.43768
2023-4-3 20:19:50,-17.16690122574261,110.33050754215068,110.33050754215068,18.44,15.24,,0.0,2.53,21.39576
2023-4-3 20:20:0,-17.352833994883753,110.50412579213254,110.50412579213254,18.43,15.23,,0.0,2.53,21.39576
2023-4-3 20:20:10,-17.352833994883753,110.50412579213254,110.50412579213254,18.43,15.23,,0.0,2.53,21.39576
2023-4-3 20:20:20,-17.352833994883753,110.50412579213254,110.50412579213254,18.43,15.23,,0.0,2.53,21.39576
2023-4-3 20:20:30,-17.352833994883753,110.50412579213254,110.50412579213254,18.42,15.23,,0.0,2.53,21.39576
2023-4-3 20:20:40,-17.352833994883753,110.50412579213254,110.50412579213254,18.42,15.22,,0.0,2.53,21.39576
2023-4-3 20:20:50,-17.352833994883753,110.50412579213254,110.50412579213254,18.41,15.22,,0.0,2.53,21.39576
2023-4-3 20:21:0,-17.53855592715355,110.67816760803062,110.67816760803062,18.41,15.22,,0.0,2.53,21.39576
2023-4-3 20:21:10,-17.53855592715355,110.67816760803062,110.67816760803062,18.41,15.22,,0.0,2.52,21.353839999999998
2023-4-3 20:21:20,-17.53855592715355,110.67816760803062,110.67816760803062,18.4,15.22,,0.0,2.52,21.353839999999998
2023-4-3 20:21:30,-17.53855592715355,110.67816760803062,110.67816760803062,18.4,15.21,,0.0,2.52,21.353839999999998
2023-4-3 20:21:40,-17.53855592715355,110.67816760803062,110.67816760803062,18.39,15.21,,0.0,2.52,21.353839999999998
2023-4-3 20:21:50,-17.53855592715355,110.67816760803062,110.67816760803062,18.39,15.21,,0.0,2.52,21.353839999999998
2023-4-3 20:22:0,-17.72406479032812,110.85263746248333,110.85263746248333,18.39,15.21,,0.0,2.52,21.353839999999998
2023-4-3 20:22:10,-17.72406479032812,110.85263746248333,110.85263746248333,18.38,15.2,,0.0,2.52,21.353839999999998
2023-4-3 20:22:20,-17.72406479032812,110.85263746248333,110.85263746248333,18.38,15.2,,0.0,2.51,21.31192
2023-4-3 20:22:30,-17.72406479032812,110.85263746248333,110.85263746248333,18.38,15.2,,0.0,2.51,21.31192
2023-4-3 20:22:40,-17.72406479032812,110.85263746248333,110.85263746248333,18.37,15.2,,0.0,2.51,21.31192
2023-4-3 20:22:50,-17.72406479032812,110.85263746248333,110.85263746248333,18.37,15.2,,0.0,2.51,21.31192
2023-4-3 20:23:0,-17.90935833602314,111.02753984491893,111.02753984491893,18.36,15.19,,0.0,2.51,21.31192
2023-4-3 20:23:10,-17.90935833602314,111.02753984491893,111.02753984491893,18.36,15.19,,0.0,2.51,21.31192
2023-4-3 20:23:20,-17.90935833602314,111.02753984491893,111.02753984491893,18.36,15.19,,0.0,2.51,21.31192
2023-4-3 20:23:30,-17.90935833602314,111.02753984491893,111.02753984491893,18.35,15.19,,0.0,2.5,21.27
2023-4-3 20:23:40,-17.90935833602314,111.02753984491893,111.02753984491893,18.35,15.18,,0.0,2.5,21.27
2023-4-3 20:23:50,-17.90935833602314,111.02753984491893,111.02753984491893,18.34,15.18,,0.0,2.5,21.27
2023-4-3 20:24:0,-18.094434299510162,111.20287926162582,111.20287926162582,18.34,15.18,,0.0,2.5,21.27
2023-4-3 20:24:10,-18.094434299510162,111.20287926162582,111.20287926162582,18.34,15.18,,0.0,2.5,21.27
2023-4-3 20:24:20,-18.094434299510162,111.20287926162582,111.20287926162582,18.33,15.18,,0.0,2.5,21.27
2023-4-3 20:24:30,-18.094434299510162,111.20287926162582,111.20287926162582,18.33,15.17,,0.0,2.5,21.27
2023-4-3 20:24:40,-18.094434299510162,111.20287926162582,111.20287926162582,18.32,15.17,,0.0,2.49,21.22808
2023-4-3 20:24:50,-18.094434299510162,111.20287926162582,111.20287926162582,18.32,15.17,,0.0,2.49,21.22808
2023-4-3 20:25:0,-18.279290399531856,111.37866023581766,111.37866023581766,18.32,15.17,,0.0,2.49,21.22808
2023-4-3 20:25:10,-18.279290399531856,111.37866023581766,111.37866023581766,18.31,15.16,,0.0,2.49,21.22808
2023-4-3 20:25:20,-18.279290399531856,111.37866023581766,111.37866023581766,18.31,15.16,,0.0,2.49,21.22808
2023-4-3 20:25:30,-18.279290399531856,111.37866023581766,111.37866023581766,18.3,15.16,,0.0,2.49,21.22808
2023-4-3 20:25:40,-18.279290399531856,111.37866023581766,111.37866023581766,18.3,15.16,,0.0,2.49,21.22808
2023-4-3 20:25:50,-18.279290399531856,111.37866023581766,111.37866023581766,18.3,15.16,,0.0,2.48,21.18616
2023-4-3 20:26:0,-18.46392433811643,111.55488730769399,111.55488730769399,18.29,15.15,,0.0,2.48,21.18616
2023-4-3 20:26:10,-18.46392433811643,111.55488730769399,111.55488730769399,18.29,15.15,,0.0,2.48,21.18616
2023-4-3 20:26:20,-18.46392433811643,111.55488730769399,111.55488730769399,18.29,15.15,,0.0,2.48,21.18616
2023-4-3 20:26:30,-18.46392433811643,111.55488730769399,111.55488730769399,18.28,15.15,,0.0,2.48,21.18616
2023-4-3 20:26:40,-18.46392433811643,111.55488730769399,111.55488730769399,18.28,15.14,,0.0,2.48,21.18616
2023-4-3 20:26:50,-18.46392433811643,111.55488730769399,111.55488730769399,18.27,15.14,,0.0,2.48,21.18616
2023-4-3 20:27:0,-18.648333800391153,111.73156503449596,111.73156503449596,18.27,15.14,,0.0,2.48,21.18616
2023-4-3 20:27:10,-18.648333800391153,111.73156503449596,111.73156503449596,18.27,15.14,,0.0,2.47,21.14424
2023-4-3 20:27:20,-18.648333800391153,111.73156503449596,111.73156503449596,18.26,15.14,,0.0,2.47,21.14424
2023-4-3 20:27:30,-18.648333800391153,111.73156503449596,111.73156503449596,18.26,15.13,,0.0,2.47,21.14424
2023-4-3 20:27:40,-18.648333800391153,111.73156503449596,111.73156503449596,18.25,15.13,,0.0,2.47,21.14424
2023-4-3 20:27:50,-18.648333800391153,111.73156503449596,111.73156503449596,18.25,15.13,,0.0,2.47,21.14424
2023-4-3 20:28:0,-18.832516454394774,111.90869799055666,111.90869799055666,18.25,15.13,,0.0,2.47,21.14424
2023-4-3 20:28:10,-18.832516454394774,111.90869799055666,111.90869799055666,18.24,15.12,,0.0,2.47,21.14424
2023-4-3 20:28:20,-18.832516454394774,111.90869799055666,111.90869799055666,18.24,15.12,,0.0,2.46,21.10232
2023-4-3 20:28:30,-18.832516454394774,111.90869799055666,111.90869799055666,18.23,15.12,,0.0,2.46,21.10232
2023-4-3 20:28:40,-18.832516454394774,111.90869799055666,111.90869799055666,18.23,15.12,,0.0,2.46,21.10232
2023-4-3 20:28:50,-18.832516454394774,111.90869799055666,111.90869799055666,18.23,15.12,,0.0,2.46,21.10232
2023-4-3 20:29:0,-19.016469950889253,112.08629076734654,112.08629076734654,18.22,15.11,,0.0,2.46,21.10232
2023-4-3 20:29:10,-19.016469950889253,112.08629076734654,112.08629076734654,18.22,15.11,,0.0,2.46,21.10232
2023-4-3 20:29:20,-19.016469950889253,112.08629076734654,112.08629076734654,18.22,15.11,,0.0,2.46,21.10232
2023-4-3 20:29:30,-19.016469950889253,112.08629076734654,112.08629076734654,18.21,15.11,,0.0,2.45,21.0604
2023-4-3 20:29:40,-19.016469950889253,112.08629076734654,112.08629076734654,18.21,15.1,,0.0,2.45,21.0604
2023-4-3 20:29:50,-19.016469950889253,112.08629076734654,112.08629076734654,18.2,15.1,,0.0,2.45,21.0604
2023-4-3 20:30:0,-19.200191923170568,112.26434797351345,112.26434797351345,18.2,15.1,,0.0,2.45,21.0604
2023-4-3 20:30:10,-19.200191923170568,112.26434797351345,112.26434797351345,18.2,15.1,,0.0,2.45,21.0604
2023-4-3 20:30:20,-19.200191923170568,112.26434797351345,112.26434797351345,18.19,15.1,,0.0,2.45,21.0604
2023-4-3 20:30:30,-19.200191923170568,112.26434797351345,112.26434797351345,18.19,15.09,,0.0,2.45,21.0604
2023-4-3 20:30:40,-19.200191923170568,112.26434797351345,112.26434797351345,18.18,15.09,,0.0,2.44,21.018479999999997
2023-4-3 20:30:50,-19.200191923170568,112.26434797351345,112.26434797351345,18.18,15.09,,0.0,2.44,21.018479999999997
2023-4-3 20:31:0,-19.383679986878438,112.4428742349169,112.4428742349169,18.18,15.09,,0.0,2.44,21.018479999999997
2023-4-3 20:31:10,-19.383679986878438,112.4428742349169,112.4428742349169,18.17,15.08,,0.0,2.44,21.018479999999997
2023-4-3 20:31:20,-19.383679986878438,112.4428742349169,112.4428742349169,18.17,15.08,,0.0,2.44,21.018479999999997
2023-4-3 20:31:30,-19.383679986878438,112.4428742349169,112.4428742349169,18.16,15.08,,0.0,2.44,21.018479999999997
2023-4-3 20:31:40,-19.383679986878438,112.4428742349169,112.4428742349169,18.16,15.08,,0.0,2.44,21.018479999999997
2023-4-3 20:31:50,-19.383679986878438,112.4428742349169,112.4428742349169,18.16,15.08,,0.0,2.43,20.97656
2023-4-3 20:32:0,-19.56693173980552,112.62187419465701,112.62187419465701,18.15,15.07,,0.0,2.43,20.97656
2023-4-3 20:32:10,-19.56693173980552,112.62187419465701,112.62187419465701,18.15,15.07,,0.0,2.43,20.97656
2023-4-3 20:32:20,-19.56693173980552,112.62187419465701,112.62187419465701,18.15,15.07,,0.0,2.43,20.97656
2023-4-3 20:32:30,-19.56693173980552,112.62187419465701,112.62187419465701,18.14,15.07,,0.0,2.43,20.97656
2023-4-3 20:32:40,-19.56693173980552,112.62187419465701,112.62187419465701,18.14,15.06,,0.0,2.43,20.97656
2023-4-3 20:32:50,-19.56693173980552,112.62187419465701,112.62187419465701,18.13,15.06,,0.0,2.43,20.97656
2023-4-3 20:33:0,-19.74994476170539,112.80135251309737,112.80135251309737,18.13,15.06,,0.0,2.43,20.97656
2023-4-3 20:33:10,-19.74994476170539,112.80135251309737,112.80135251309737,18.13,15.06,,0.0,2.42,20.93464
2023-4-3 20:33:20,-19.74994476170539,112.80135251309737,112.80135251309737,18.12,15.06,,0.0,2.42,20.93464
2023-4-3 20:33:30,-19.74994476170539,112.80135251309737,112.80135251309737,18.12,15.05,,0.0,2.42,20.93464
2023-4-3 20:33:40,-19.74994476170539,112.80135251309737,112.80135251309737,18.11,15.05,,0.0,2.42,20.93464
2023-4-3 20:33:50,-19.74994476170539,112.80135251309737,112.80135251309737,18.11,15.05,,0.0,2.42,20.93464
2023-4-3 20:34:0,-19.932716614099967,112.9813138678821,112.9813138678821,18.11,15.05,,0.0,2.42,20.93464
2023-4-3 20:34:10,-19.932716614099967,112.9813138678821,112.9813138678821,18.1,15.04,,0.0,2.42,20.93464
2023-4-3 20:34:20,-19.932716614099967,112.9813138678821,112.9813138678821,18.1,15.04,,0.0,2.41,20.89272
2023-4-3 20:34:30,-19.932716614099967,112.9813138678821,112.9813138678821,18.09,15.04,,0.0,2.41,20.89272
2023-4-3 20:34:40,-19.932716614099967,112.9813138678821,112.9813138678821,18.09,15.04,,0.0,2.41,20.89272
2023-4-3 20:34:50,-19.932716614099967,112.9813138678821,112.9813138678821,18.09,15.04,,0.0,2.41,20.89272
2023-4-3 20:35:0,-20.115244840086,113.16176295394662,113.16176295394662,18.08,15.03,,0.0,2.41,20.89272
2023-4-3 20:35:10,-20.115244840086,113.16176295394662,113.16176295394662,18.08,15.03,,0.0,2.41,20.89272
2023-4-3 20:35:20,-20.115244840086,113.16176295394662,113.16176295394662,18.08,15.03,,0.0,2.41,20.89272
